Date Type,Date,Location,Total Doses Administered Daily,Dose,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated,Daily Count People Receiving a Booster Dose,People Receiving a Booster Dose Cumulative,7-Day Average Daily Count Booster
Admin,2021-10-07,US,997528,250090,406679185,216164088,227475,897608,N/A,N/A,252587,190460932,247753,505907,9065420,430342
Admin,2021-10-08,US,1132832,284375,407812017,216448463,222856,874473,N/A,N/A,308717,190769649,238049,551325,9616745,421900
Admin,2021-10-09,US,532724,148350,408344741,216596813,219092,861181,N/A,N/A,167612,190937261,232497,221993,9838738,417940
Admin,2021-10-10,US,312213,93719,408656954,216690532,217202,853768,N/A,N/A,104367,191041628,228844,115405,9954143,416028
Admin,2021-10-11,US,848154,226715,409505108,216917247,214057,835760,N/A,N/A,220204,191261832,223804,410231,10364374,406172
Admin,2021-10-12,US,917348,229961,410422456,217147208,211814,823094,N/A,N/A,232602,191494434,220521,465044,10829418,399091
Admin,2021-10-13,US,895248,228210,411317704,217375418,208774,805149,N/A,N/A,227154,191721588,216177,451145,11280563,388721
Admin,2021-10-14,US,902605,227084,412220309,217602502,205488,791589,N/A,N/A,227324,191948912,212568,459603,11740166,382107
Admin,2021-10-15,US,1041187,262761,413261496,217865263,202400,778497,N/A,N/A,275734,192224646,207856,514765,12254931,376884
Admin,2021-10-16,US,488053,141338,413749549,218006601,201398,772115,N/A,N/A,143638,192368284,204431,208465,12463396,374951
Admin,2021-10-17,US,268140,84474,414017689,218091075,200078,765819,N/A,N/A,83868,192452152,201503,101310,12564706,372938
Admin,2021-10-18,US,824253,224541,414841942,218315616,199767,762404,N/A,N/A,210193,192662345,200073,399925,12964631,371465
Admin,2021-10-19,US,814479,203246,415656421,218518862,195951,747709,N/A,N/A,191612,192853957,194217,429596,13394227,366401
Admin,2021-10-20,US,827118,204377,416483539,218723239,192546,737976,N/A,N/A,193184,193047141,189364,440124,13834351,364827
Admin,2021-10-21,US,848537,208009,417332076,218931248,189821,730252,N/A,N/A,196010,193243151,184891,455112,14289463,364185
Admin,2021-10-22,US,1365379,294709,418697455,219225957,194385,776565,N/A,N/A,244255,193487406,180394,835900,15125363,410062
Admin,2021-10-23,US,823375,178574,419520830,219404531,199704,824468,N/A,N/A,132999,193620405,178874,515621,15640984,453941
Admin,2021-10-24,US,470394,109991,419991224,219514522,203350,853362,N/A,N/A,79937,193700342,178312,281488,15922472,479681
Admin,2021-10-25,US,1513099,305960,421504323,219820482,214981,951768,N/A,N/A,203408,193903750,177343,1010175,16932647,566859
Admin,2021-10-26,US,1545721,301097,423050044,220121579,228960,1056231,N/A,N/A,200068,194103818,178551,1053423,17986070,655978
Admin,2021-10-27,US,1606941,310406,424656985,220431985,244107,1167635,N/A,N/A,205814,194309632,180355,1099910,19085980,750233
Admin,2021-10-28,US,1593184,301085,426250169,220733070,257403,1274013,N/A,N/A,207371,194517003,181978,1095228,20181208,841678
Admin,2021-10-29,US,1769314,330368,428019483,221063438,262497,1331718,N/A,N/A,236642,194753645,180891,1213146,21394354,895570
Admin,2021-10-30,US,813927,169674,428833410,221233112,261226,1330368,N/A,N/A,118510,194872155,178821,532156,21926510,897932
Admin,2021-10-31,US,434240,101928,429267650,221335040,260074,1325203,N/A,N/A,70121,194942276,177419,264513,22191023,895507
Admin,2021-11-01,US,1442980,286629,430710630,221621669,257312,1315186,N/A,N/A,193977,195136253,176071,969190,23160213,889652
Admin,2021-11-02,US,1487326,286804,432197956,221908473,255271,1306844,N/A,N/A,187488,195323741,174274,1024816,24185029,885566
Admin,2021-11-03,US,1546975,313935,433744931,222222408,255775,1298278,N/A,N/A,190849,195514590,172136,1054747,25239776,879114
Admin,2021-11-04,US,1621004,353122,435365935,222575530,263209,1302252,N/A,N/A,191907,195706497,169927,1086757,26326533,877904
Admin,2021-11-05,US,1893634,456168,437259569,223031698,281180,1320012,N/A,N/A,227838,195934335,168670,1222726,27549259,879272
Admin,2021-11-06,US,1026523,390894,438286092,223422592,312783,1350383,N/A,N/A,116690,196051025,168410,525226,28074485,878282
Admin,2021-11-07,US,550769,228381,438836861,223650973,330848,1367030,N/A,N/A,69987,196121012,168390,256732,28331217,877171
Admin,2021-11-08,US,1448795,472397,440285656,224123370,357386,1367860,N/A,N/A,171929,196292941,165241,815451,29146668,855208
Admin,2021-11-09,US,1621730,524195,441907386,224647565,391299,1387061,N/A,N/A,165266,196458207,162066,940490,30087158,843161
Admin,2021-11-10,US,1749492,574025,443656878,225221590,428455,1415992,N/A,N/A,169186,196627393,158971,1013828,31100986,837316
Admin,2021-11-11,US,1586999,550234,445243877,225771824,456613,1411134,N/A,N/A,152849,196780242,153392,890770,31991756,809318
Admin,2021-11-12,US,1970908,639503,447214785,226411327,482804,1422173,N/A,N/A,198341,196978583,149178,1142573,33134329,797867
Admin,2021-11-13,US,1164353,533356,448379138,226944683,503156,1441863,N/A,N/A,102200,197080783,147108,531350,33665679,798742
Admin,2021-11-14,US,573970,240456,448953108,227185139,504881,1445178,N/A,N/A,60270,197141053,145720,275874,33941553,801477
Admin,2021-11-15,US,1534492,461923,450487600,227647062,503385,1457420,N/A,N/A,166050,197307103,144880,914660,34856213,815649
Admin,2021-11-16,US,1663972,489150,452151572,228136212,498378,1463455,N/A,N/A,166125,197473228,145003,1018210,35874423,826752
Admin,2021-11-17,US,1740648,507497,453892220,228643709,488874,1462191,N/A,N/A,171334,197644562,145309,1070726,36945149,834880
Admin,2021-11-18,US,1768635,507896,455660855,229151605,482826,1488139,N/A,N/A,170344,197814906,147809,1099273,38044422,864667
Admin,2021-11-19,US,2051558,583715,457712413,229735320,474856,1499661,N/A,N/A,193667,198008573,147141,1283107,39327529,884743
Admin,2021-11-20,US,1221410,459299,458933823,230194619,464277,1507812,N/A,N/A,100196,198108769,146855,665579,39993108,903918
Admin,2021-11-21,US,637034,206791,459570857,230401410,459467,1516821,N/A,N/A,59622,198168391,146762,372663,40365771,917745
Admin,2021-11-22,US,1792780,490555,461363637,230891965,463558,1553719,N/A,N/A,170204,198338595,147356,1139181,41504952,949820
Admin,2021-11-23,US,1770982,491732,463134619,231383697,463926,1569006,N/A,N/A,164656,198503251,147146,1122601,42627553,964733
Admin,2021-11-24,US,1368801,403474,464503420,231787171,449066,1515885,N/A,N/A,152622,198655873,144473,820996,43448549,929057
Admin,2021-11-25,US,27015,9006,464530435,231796177,377796,1267082,N/A,N/A,4986,198660859,120850,13013,43461562,773877
Admin,2021-11-26,US,1194124,313053,465724559,232109230,339130,1144592,N/A,N/A,174356,198835215,118091,710939,44172501,692139
Admin,2021-11-27,US,884500,221319,466609059,232330549,305133,1096462,N/A,N/A,196817,199032032,131894,469354,44641855,664107
Admin,2021-11-28,US,583791,143195,467192850,232473744,296048,1088856,N/A,N/A,145776,199177808,144202,296492,44938347,653225
Admin,2021-11-29,US,1643944,356195,468836794,232829939,276853,1067593,N/A,N/A,357789,199535597,171000,937987,45876334,624483
Admin,2021-11-30,US,1900372,407126,470737166,233237065,264767,1086078,N/A,N/A,387853,199923450,202885,1114220,46990554,623286
Admin,2021-12-01,US,2120556,459798,472857722,233696863,272813,1193471,N/A,N/A,405006,200328456,238940,1261544,48252098,686221
Admin,2021-12-02,US,2134411,448488,474992133,234145351,335596,1494528,N/A,N/A,390656,200719112,294036,1302858,49554956,870485
Admin,2021-12-03,US,2405867,487338,477398000,234632689,360494,1667634,N/A,N/A,485846,201204958,338534,1439374,50994330,974547
Admin,2021-12-04,US,1462535,301869,478860535,234934558,372001,1750210,N/A,N/A,446270,201651228,374170,716171,51710501,1009807
Admin,2021-12-05,US,720490,165810,479581025,235100368,375232,1769739,N/A,N/A,187620,201838848,380148,368303,52078804,1020065
Admin,2021-12-06,US,1805313,390606,481386338,235490974,380148,1792792,N/A,N/A,321609,202160457,374980,1096281,53175085,1042679
Admin,2021-12-07,US,1883527,403066,483269865,235894040,379568,1790385,N/A,N/A,337587,202498044,367799,1146887,54321972,1047345
Admin,2021-12-08,US,1898051,407919,485167916,236301959,372157,1758599,N/A,N/A,348425,202846469,359716,1146647,55468619,1030932
Admin,2021-12-09,US,1894829,404912,487062745,236706871,365931,1724373,N/A,N/A,334709,203181178,351723,1158869,56627488,1010362
Admin,2021-12-10,US,2074249,423866,489136994,237130737,356864,1676999,N/A,N/A,390685,203571863,338129,1263011,57890499,985167
Admin,2021-12-11,US,1240481,266759,490377475,237397496,351848,1645277,N/A,N/A,330724,203902587,321622,642998,58533497,974714
Admin,2021-12-12,US,622984,152098,491000459,237549594,349889,1631347,N/A,N/A,127826,204030413,313080,344626,58878123,971331
Admin,2021-12-13,US,1595082,347815,492595541,237897409,343776,1601314,N/A,N/A,274833,204305246,306398,976107,59854230,954164
Admin,2021-12-14,US,1690904,367283,494286445,238264692,338665,1573797,N/A,N/A,282470,204587716,298524,1046338,60900568,939799
Admin,2021-12-15,US,1690199,378462,495976644,238643154,334456,1544104,N/A,N/A,257099,204844815,285478,1059437,61960005,927341
Admin,2021-12-16,US,1662782,389648,497639426,239032802,332276,1510954,N/A,N/A,167806,205012621,261634,1111041,63071046,920508
Admin,2021-12-17,US,1903502,432639,499542928,239465441,333529,1486562,N/A,N/A,249176,205261797,241419,1222498,64293544,914721
Admin,2021-12-18,US,1107523,288110,500650451,239753551,336579,1467568,N/A,N/A,161005,205422802,217173,658313,64951857,916909
Admin,2021-12-19,US,633931,170151,501284382,239923702,339158,1469131,N/A,N/A,80992,205503794,210483,382599,65334456,922333
Admin,2021-12-20,US,1813169,441971,503097551,240365673,352609,1500287,N/A,N/A,223905,205727699,203207,1147349,66481805,946796
Admin,2021-12-21,US,1939938,466995,505037489,240832668,366854,1535863,N/A,N/A,239659,205967358,197091,1232379,67714184,973374
Admin,2021-12-22,US,1833068,447129,506870557,241279797,376663,1556273,N/A,N/A,236018,206203376,194080,1150724,68864908,986415
Admin,2021-12-23,US,1437775,368363,508308332,241648160,373623,1524129,N/A,N/A,175959,206379335,195244,894294,69759202,955451
Admin,2021-12-24,US,375322,103979,508683654,241752139,326671,1305818,N/A,N/A,55981,206435316,167645,216544,69975746,811743
Admin,2021-12-25,US,6153,2020,508689807,241754159,285801,1148479,N/A,N/A,882,206436198,144770,3218,69978964,718158
Admin,2021-12-26,US,473040,132265,509162847,241886424,280389,1125495,N/A,N/A,82104,206518302,144929,258423,70237387,700419
Admin,2021-12-27,US,1501864,394647,510664711,242281071,273628,1081022,N/A,N/A,226520,206744822,145303,881392,71118779,662425
Admin,2021-12-28,US,1660839,434133,512325550,242715204,268934,1041151,N/A,N/A,237763,206982585,145032,989778,72108557,627768
Admin,2021-12-29,US,1643798,435252,513969348,243150456,267237,1014113,N/A,N/A,233509,207216094,144674,975861,73084418,602787
Admin,2021-12-30,US,1501214,402317,515470562,243552773,272088,1023175,N/A,N/A,211486,207427580,149749,888836,73973254,602007
Admin,2021-12-31,US,597836,161710,516068398,243714483,280335,1054963,N/A,N/A,91988,207519568,154893,344782,74318036,620327
Admin,2022-01-01,US,98789,33129,516167187,243747612,284779,1068197,N/A,N/A,15554,207535122,156989,49769,74367805,626977
Admin,2022-01-02,US,489889,137343,516657076,243884955,285504,1070604,N/A,N/A,89272,207624394,158013,263593,74631398,627716
Admin,2022-01-03,US,1216032,342140,517873108,244227095,278003,1029771,N/A,N/A,193605,207817999,153311,682688,75314086,599330
Admin,2022-01-04,US,1385473,373611,519258581,244600706,269357,990433,N/A,N/A,211309,208029308,149531,803139,76117225,572667
Admin,2022-01-05,US,1414350,380297,520672931,244981003,261507,957654,N/A,N/A,209310,208238618,146074,827775,76945000,551512
Admin,2022-01-06,US,1426309,370880,522099240,245351883,257016,946954,N/A,N/A,209016,208447634,145722,848636,77793636,545769
Admin,2022-01-07,US,1600830,399866,523700070,245751749,291038,1090238,N/A,N/A,240509,208688143,166939,961919,78755555,633931
Admin,2022-01-08,US,1024818,274754,524724888,246026503,325556,1222528,N/A,N/A,171633,208859776,189236,578956,79334511,709529
Admin,2022-01-09,US,487154,142350,525212042,246168853,326271,1222138,N/A,N/A,73468,208933244,186978,271725,79606236,710691
Admin,2022-01-10,US,1228888,330994,526440930,246499847,324679,1223974,N/A,N/A,187139,209120383,186054,713410,80319646,715080
Admin,2022-01-11,US,1276069,339189,527716999,246839036,319761,1208345,N/A,N/A,198185,209318568,184180,740743,81060389,706166
Admin,2022-01-12,US,1275756,340147,528992755,247179183,314026,1188546,N/A,N/A,196540,209515108,182355,741499,81801888,693841
Admin,2022-01-13,US,1254534,335807,530247289,247514990,309015,1164007,N/A,N/A,184926,209700034,178914,734759,82536647,677573
Admin,2022-01-14,US,1431283,378826,531678572,247893816,306010,1139786,N/A,N/A,171588,209871622,169068,880297,83416944,665913
Admin,2022-01-15,US,769961,225139,532448533,248118955,298922,1103377,N/A,N/A,85673,209957295,156788,458281,83875225,648673
Admin,2022-01-16,US,382641,106180,532831174,248225135,293755,1088447,N/A,N/A,56868,210014163,154417,219214,84094439,641172
Admin,2022-01-17,US,807745,215980,533638919,248441115,277324,1028284,N/A,N/A,137813,210151976,147370,452782,84547221,603939
Admin,2022-01-18,US,969815,253377,534608734,248694492,265065,984533,N/A,N/A,184206,210336182,145373,530839,85078060,573953
Admin,2022-01-19,US,949799,253107,535558533,248947599,252631,937968,N/A,N/A,182218,210518400,143327,512983,85591043,541308
Admin,2022-01-20,US,904950,241200,536463483,249188799,239116,888027,N/A,N/A,172202,210690602,141509,489871,86080914,506324
Admin,2022-01-21,US,1044906,279807,537508389,249468606,224970,832831,N/A,N/A,157081,210847683,139437,605640,86686554,467087
Admin,2022-01-22,US,602708,174490,538111097,249643096,217734,808937,N/A,N/A,80678,210928361,138723,345682,87032236,451002
Admin,2022-01-23,US,323499,92061,538434596,249735157,215717,800488,N/A,N/A,62713,210991074,139558,168107,87200343,443701
Admin,2022-01-24,US,771512,204855,539206108,249940012,214128,795312,N/A,N/A,156477,211147551,142225,408088,87608431,437316
Admin,2022-01-25,US,777085,204357,539983193,250144369,207125,767779,N/A,N/A,171309,211318860,140382,399197,88007628,418510
Admin,2022-01-26,US,765703,201374,540748896,250345743,199735,741480,N/A,N/A,174605,211493465,139295,387563,88395191,400593
Admin,2022-01-27,US,762021,198084,541510917,250543827,193575,721062,N/A,N/A,170477,211663942,139048,390231,88785422,386358
Admin,2022-01-28,US,923750,230188,542434667,250774015,186487,703754,N/A,N/A,203906,211867848,145737,484606,89270028,369068
Admin,2022-01-29,US,457375,122042,542892042,250896057,178994,682992,N/A,N/A,108874,211976722,149765,223834,89493862,351661
Admin,2022-01-30,US,257320,72021,543149362,250968078,176132,673538,N/A,N/A,65289,212042011,150133,118937,89612799,344637
Admin,2022-01-31,US,609733,160737,543759095,251128815,169829,650426,N/A,N/A,153792,212195803,149750,292326,89905125,328099
Admin,2022-02-01,US,583929,147741,544343024,251276556,161741,622833,N/A,N/A,154321,212350124,147323,278266,90183391,310823
Admin,2022-02-02,US,545049,140198,544888073,251416754,153002,591311,N/A,N/A,149202,212499326,143694,251641,90435032,291406
Admin,2022-02-03,US,497766,127873,545385839,251544627,142971,553560,N/A,N/A,135331,212634657,138673,231620,90666652,268747
Admin,2022-02-04,US,630464,152670,546016303,251697297,131897,511662,N/A,N/A,178432,212813089,135034,295279,90961931,241700
Admin,2022-02-05,US,422626,108379,546438929,251805676,129946,506698,N/A,N/A,128266,212941355,137804,183048,91144979,235874
Admin,2022-02-06,US,205703,58964,546644632,251864640,128080,499324,N/A,N/A,58299,212999654,136806,87046,91232025,231318
Admin,2022-02-07,US,463337,126044,547107969,251990684,123124,478410,N/A,N/A,127310,213126964,133023,205550,91437575,218921
Admin,2022-02-08,US,480809,123549,547588778,252114233,119668,463679,N/A,N/A,140656,213267620,131070,211967,91649542,209450
Admin,2022-02-09,US,489063,127690,548077841,252241923,117881,455681,N/A,N/A,139993,213407613,129755,217069,91866611,204511
Admin,2022-02-10,US,484964,125680,548562805,252367603,117568,453852,N/A,N/A,134610,213542223,129652,219970,92086581,202847
Admin,2022-02-11,US,595852,148409,549158657,252516012,116959,448907,N/A,N/A,167334,213709557,128066,274219,92360800,199838
Admin,2022-02-12,US,333914,90164,549492571,252606176,114357,436234,N/A,N/A,98697,213808254,123842,141767,92502567,193941
Admin,2022-02-13,US,146615,41792,549639186,252647968,111904,427793,N/A,N/A,44314,213852568,121844,58714,92561281,189894
Admin,2022-02-14,US,326039,86494,549965225,252734462,106254,408179,N/A,N/A,93254,213945822,116979,141915,92703196,180803
Admin,2022-02-15,US,382719,97922,550347944,252832384,102593,394166,N/A,N/A,110621,214056443,112689,168960,92872156,174659
Admin,2022-02-16,US,393010,99936,550740954,252932320,98628,380444,N/A,N/A,111674,214168117,108643,176291,93048447,168834
Admin,2022-02-17,US,385778,96106,551126732,253028426,94403,366275,N/A,N/A,104466,214272583,104337,178859,93227306,162961
Admin,2022-02-18,US,498607,121478,551625339,253149904,90556,352383,N/A,N/A,135580,214408163,99800,233490,93460796,157142
Admin,2022-02-19,US,268744,73658,551894083,253223562,88198,343073,N/A,N/A,74242,214482405,96307,117211,93578007,153634
Admin,2022-02-20,US,146904,41818,552040987,253265380,88202,343114,N/A,N/A,40087,214522492,95703,62844,93640851,154224
Admin,2022-02-21,US,304518,80062,552345505,253345442,87283,340040,N/A,N/A,84439,214606931,94444,134099,93774950,153108
Admin,2022-02-22,US,325784,85309,552671289,253430751,85481,331906,N/A,N/A,90289,214697220,91539,143904,93918854,149528
Admin,2022-02-23,US,318134,83655,552989423,253514406,83155,321209,N/A,N/A,85215,214782435,87759,143215,94062069,144803
Admin,2022-02-24,US,303829,78583,553293252,253592989,80652,309502,N/A,N/A,78926,214861361,84111,139897,94201966,139237
Admin,2022-02-25,US,364115,91915,553657367,253684904,76429,290289,N/A,N/A,96196,214957557,78484,168590,94370556,129966
Admin,2022-02-26,US,227069,63397,553884436,253748301,74963,284336,N/A,N/A,58767,215016324,76274,101522,94472078,127724
Admin,2022-02-27,US,116436,33777,554000872,253782078,73814,279983,N/A,N/A,29424,215045748,74750,51546,94523624,126110
Admin,2022-02-28,US,289221,74230,554290093,253856308,72981,277798,N/A,N/A,73278,215119026,73156,136094,94659718,126395
Admin,2022-03-01,US,245735,64555,554535828,253920863,70016,266362,N/A,N/A,64214,215183240,69431,110685,94770403,121650
Admin,2022-03-02,US,222798,59539,554758626,253980402,66571,252743,N/A,N/A,61748,215244988,66079,96441,94866844,114968
Admin,2022-03-03,US,194984,50929,554953610,254031331,62620,237194,N/A,N/A,52755,215297743,62340,86845,94953689,107389
Admin,2022-03-04,US,147532,36483,555101142,254067814,54701,206253,N/A,N/A,40881,215338624,54438,66114,95019803,92750
Admin,2022-03-05,US,11211,3231,555112353,254071045,46106,175416,N/A,N/A,3447,215342071,46535,4336,95024139,78866
Admin,2022-03-06,US,0,0,555112353,254071045,41281,158783,N/A,N/A,0,215342071,42331,0,95024139,71502
